loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,payment_inc_ratio
22600,22600,22475,18.64,581.79,200000,7.14,0,3,7,32332.8,32154.1,22600,9732.83,0,0,0,12566,0,7,2,0.2,1,3.49074
10000,10000,10000,12.42,334.16,34000,9.04,1,3,11,12027.4,12027.4,10000,2027.39,0,0,0,341.87,0,11,5,0.8,0,11.7939
9800,9800,9800,7.51,304.89,50000,27.26,0,3,12,2741.22,2741.22,2245.42,495.8,0,0,0,304.89,1,11,6,0.6,1,7.31736
5000,5000,5000,13.49,169.66,21000,5.94,0,2,4,6103.33,6103.33,5000,1103.33,0,0,0,344.97,0,1,4,0.2,1,9.69486
12700,12700,12700,17.27,454.5,43400,19.85,1,0,18,16294.4,16294.4,12700,3594.41,0,0,0,2219.47,0,7,3,0.6,0,12.5668
6000,6000,6000,8.9,190.52,44500,22.09,0,1,11,6576.87,6576.87,6000,576.87,0,0,0,3724.23,0,11,6,1,1,5.13762
7200,7200,7200,10.65,234.53,66600,11.42,0,3,4,8440.22,8440.22,7200,1240.22,0,0,0,247.07,0,4,5,0.4,1,4.22577
10500,10500,10475,7.51,326.67,70000,0.51,1,2,8,11758,11730,10500,1258,0,0,0,338.83,0,0,6,0.6,0,5.60006
28000,28000,27975,9.91,902.3,125000,15.95,0,0,14,32479.4,32450.4,28000,4479.37,0,0,0,919.03,0,4,5,0.2,1,8.66208
30000,30000,29975,6.62,921.11,61500,15.4,0,0,8,19230.6,19214.7,15908,2513.57,0,808.96,8.0896,26.6,1,6,6,0.4,1,17.9729
28000,28000,27975,18.64,720.81,72000,14.97,0,0,7,37954.9,37921.1,28000,9954.94,0,0,0,19231.5,0,5,2,0.2,1,12.0135
25000,25000,25000,9.91,805.63,54000,20,0,0,5,28646.1,28646.1,25000,3646.13,0,0,0,8524.52,0,0,5,0.2,1,17.9029
6000,6000,6000,6.62,184.23,66000,13.76,0,0,10,2093.87,2093.87,1546.01,292.29,0,255.57,2.51,184.23,1,6,6,0.4,1,3.34964
14000,14000,13725,7.9,438.07,45000,10,0,0,5,7880.4,7725.6,6583.15,1297.25,0,0,0,438.07,1,7,6,0.8,1,11.6819
6000,6000,6000,6.62,184.23,18000,17.87,0,1,11,6527.03,6527.03,6000,527.03,0,0,0,2669.3,0,3,6,0.4,1,12.282
18000,18000,17700,7.51,560,115000,15.99,0,0,14,20156.9,19821,18000,2156.87,0,0,0,579.27,0,8,6,0.6,1,5.84348
12000,12000,11750,12.69,271.14,79000,14.84,0,0,9,14920.2,14609.4,12000,2920.22,0,0,0,1167.32,0,3,5,1,1,4.11858
16500,16500,16250,18.25,421.24,50000,17.64,0,0,9,2523.18,2484.9,1059.67,1463.51,0,0,0,421.24,1,11,3,1,1,10.1098
26500,26500,26475,19.42,693.57,60000,17.56,0,2,9,7079.67,7073.01,806.31,1272.48,0,5000.88,1250.56,693.57,1,11,2,0.6,1,13.8714
3600,3600,3600,12.69,120.77,80000,7.27,0,2,8,4329.71,4329.71,3600,714.8,14.9081,0,0,91.12,0,6,5,1,1,1.81155
35000,35000,35000,17.27,874.93,128800,8.55,0,2,7,49382,49382,35000,14382,0,0,0,17921.4,0,11,3,0.6,1,8.15152
2500,2500,2500,13.49,84.83,55000,15.99,0,2,6,3050.64,3050.64,2500,550.64,0,0,0,95.59,0,7,4,0.2,1,1.85084
6000,6000,6000,9.91,193.35,112000,24.92,0,2,15,6956.9,6956.9,6000,956.9,0,0,0,395.6,0,1,5,0.2,1,2.07161
4000,4000,4000,7.9,125.17,61000,15.05,0,2,15,4370.82,4370.82,4000,370.82,0,0,0,2249.9,0,3,6,0.8,1,2.46236
12000,12000,12000,12.69,271.14,78000,12.42,0,5,9,14033.6,14033.6,12000,2033.64,0,0,0,9433.69,0,11,5,1,1,4.17138
5300,5300,5300,6.62,162.73,65000,2.99,0,0,5,5709.23,5709.23,5300,409.23,0,0,0,2952.61,0,4,6,0.4,1,3.00425
12000,12000,11750,7.9,375.49,50000,16.8,0,0,6,13516,13234.4,12000,1515.99,0,0,0,383.92,0,11,6,0.8,1,9.01176
3600,3600,3600,16.77,127.94,36000,20.6,0,2,5,3747.35,3747.35,3600,147.35,0,0,0,3493.31,0,11,3,0.4,1,4.26467
12000,12000,12000,18.64,308.92,135000,10.31,1,2,9,9258.08,9258.08,4632.48,4625.6,0,0,0,308.92,1,9,2,0.2,0,2.74596
9000,9000,9000,17.58,323.48,30000,7.56,3,0,4,9260.65,9260.65,9000,260.65,0,0,0,8938.65,0,11,3,0.8,0,12.9392
6000,6000,6000,7.9,187.75,22356,4.62,0,0,4,6757.86,6757.86,6000,757.86,0,0,0,192.49,0,3,6,0.8,1,10.0778
25000,25000,25000,15.27,869.95,100800,17.83,0,2,6,3472.28,3472.28,2244.93,1227.35,0,0,0,869.95,1,2,4,0.8,1,10.3565
7200,7200,7200,8.9,228.63,85000,24.48,0,1,15,8170.05,8170.05,7200,970.05,0,0,0,2004.54,0,2,6,1,1,3.22772
7500,7500,7500,7.9,234.68,35000,11.79,0,0,2,8447.4,8447.4,7500,947.4,0,0,0,240.6,0,2,6,0.8,1,8.04617
7125,7125,7100,7.51,221.67,33600,17.14,0,4,9,7873.45,7845.84,7125,748.45,0,0,0,2787.86,0,11,6,0.6,1,7.91679
1800,1800,1800,7.51,56,52000,15.37,0,0,7,2015.18,2015.18,1800,215.18,0,0,0,61.34,0,5,6,0.6,1,1.29231
24000,24000,24000,14.65,566.56,60000,12.52,0,1,9,31497.5,31497.5,24000,7497.48,0,0,0,13935.5,0,4,4,0.6,1,11.3312
2100,2100,2100,6.03,63.92,64000,3.32,0,0,8,2300.67,2300.67,2100,200.67,0,0,0,65.71,0,11,6,0.2,1,1.1985
12000,12000,12000,19.42,314.07,60000,4.92,2,0,7,6193.87,6193.87,2478.79,3167.81,0,547.27,5.38,314.07,1,1,2,0.6,0,6.2814
7800,7800,7775,6.62,239.49,50000,4.46,0,1,5,8619.9,8592.29,7800,819.9,0,0,0,252.31,0,7,6,0.4,1,5.74776
8000,8000,7750,9.91,257.8,90000,14.91,0,0,9,9278.54,8988.54,8000,1278.54,0,0,0,268.98,0,11,5,0.2,1,3.43733
12000,12000,11750,8.9,381.04,80800,20.91,0,0,16,13715.3,13429.5,12000,1715.26,0,0,0,392.86,0,7,6,1,1,5.65901
1500,1500,1500,6.62,46.06,96000,4.88,0,0,5,1657.04,1657.04,1500,157.04,0,0,0,53.06,0,6,6,0.4,1,0.57575
5600,5600,5325,8.9,115.98,60000,16.38,0,0,13,6024.66,5728.79,5600,424.66,0,0,0,4870,0,11,6,1,1,2.3196
10400,10400,10400,9.91,335.14,110888,7.03,0,1,15,11705.1,11705.1,10400,1305.13,0,0,0,5345.92,0,1,5,0.2,1,3.62679
6225,6225,5975,7.9,194.79,81000,24.3,0,0,8,6676.54,6408.4,6225,451.54,0,0,0,4341.28,0,11,6,0.8,1,2.88578
12000,12000,12000,6.62,368.45,150000,4.38,0,2,14,13082.8,13082.8,12000,1082.83,0,0,0,4988.95,0,4,6,0.4,1,2.9476
4800,4800,4800,8.9,152.42,102000,16.79,0,1,10,3179.17,3179.17,2499.36,537.84,0,141.97,1.3176,152.42,1,8,6,1,1,1.79318
21000,21000,20725,12.69,704.45,68666,17.84,0,0,7,24957.2,24630.3,21000,3957.15,0,0,0,7389.14,0,8,5,1,1,12.3109
5575,5575,5275,7.9,174.45,20485,10.08,0,2,6,6129.72,5799.88,5575,554.72,0,0,0,2820.54,0,0,6,0.8,1,10.2192
15250,15250,15200,19.42,399.13,52500,23.82,4,0,7,4004.27,3991.21,1118.15,2073.9,0,812.22,7.88,402.56,1,5,2,0.6,0,9.12297
12000,12000,11975,6.03,365.23,45000,11.55,0,0,8,13147.7,13120.3,12000,1147.72,0,0,0,368.59,0,11,6,0.2,1,9.73947
17625,17625,17625,15.27,421.8,70000,14.59,0,1,8,22359.3,22359.3,17625,4734.28,0,0,0,1811.61,0,10,4,0.8,1,7.23086
15000,15000,14975,12.42,501.23,88000,11.99,1,0,19,18009.8,17979.8,15000,3009.81,0,0,0,1989.21,0,2,5,0.8,0,6.83495
7000,7000,7000,6.03,213.05,22800,28.42,0,3,8,7362.35,7362.35,7000,362.35,0,0,0,5019.82,0,11,6,0.2,1,11.2132
15000,15000,15000,16.77,533.08,122000,19.78,0,0,7,18457.9,18457.9,15000,3457.88,0,0,0,7283.89,0,11,3,0.4,1,5.24341
9200,9200,8950,16.77,227.51,72000,6.27,0,0,7,11176.7,10872.8,9200,1976.66,0,0,0,7551.12,0,8,3,0.4,1,3.79183
12000,12000,12000,13.49,407.17,48000,1.63,0,1,3,13654.7,13654.7,12000,1654.67,0,0,0,1807.51,0,1,4,0.2,1,10.1792
6000,6000,5725,7.9,187.75,53000,16.42,1,0,7,6757.51,6447.76,6000,757.51,0,0,0,194.66,0,11,6,0.8,0,4.25094
7200,7200,7200,9.91,232.02,30000,17.72,0,0,6,1378.27,1378.27,875.39,282.36,0,220.52,2.46,232.02,1,1,5,0.2,1,9.2808
12800,12800,12525,8.9,406.45,38500,12.59,0,0,7,14629.5,14315.1,12800,1829.46,0,0,0,419.39,0,9,6,1,1,12.6686
8000,8000,7975,8.9,254.03,150000,8.09,0,2,5,9143.25,9114.69,8000,1143.25,0,0,0,263.12,0,11,6,1,1,2.03224
5400,5400,5400,8.9,171.47,50000,22.39,0,3,5,6126.87,6126.87,5400,726.87,0,0,0,1508.6,0,11,6,1,1,4.11528
12000,12000,11975,11.71,396.92,50000,16.68,0,1,7,14039.9,14010.6,12000,2039.85,0,0,0,4538.09,0,1,5,0.6,1,9.52608
3000,3000,2975,6.03,91.31,80000,1.24,0,0,8,3286.7,3259.31,3000,286.7,0,0,0,93.93,0,7,6,0.2,1,1.36965
4800,4800,4800,7.9,150.2,55200,10.17,0,4,9,5403.46,5403.46,4800,603.46,0,0,0,450.78,0,3,6,0.8,1,3.26522
6500,6500,6500,15.96,228.4,50000,6.29,1,1,14,8112.8,8112.8,6500,1612.8,0,0,0,1964.2,0,2,4,1,0,5.4816
10000,10000,10000,6.62,307.04,100000,9.41,0,1,14,11026.4,11026.4,10000,1026.44,0,0,0,1830.64,0,11,6,0.4,1,3.68448
3600,3600,3350,10.65,117.27,76000,10.77,0,0,10,4085.85,3802.03,3600,485.85,0,0,0,1866.09,0,8,5,0.4,1,1.85163
2000,2000,2000,11.71,66.16,40000,13.11,0,0,3,2380.21,2380.21,2000,380.21,0,0,0,74.13,0,6,5,0.6,1,1.9848
1400,1400,1400,8.9,44.46,28800,22.25,1,1,6,62.86,62.86,0,0,0,62.86,0.59,0,1,9,6,1,0,1.8525
4200,4200,4200,17.58,150.96,70000,3.67,0,0,9,1321.09,1321.09,749.18,452.02,0,119.89,1.31,150.96,1,2,3,0.8,1,2.58789
30000,30000,29975,20.3,799.84,135000,16.36,0,1,11,37383.8,37352.6,30000,7383.75,0,0,0,25101.3,0,7,2,1,1,7.10969
23000,23000,22975,12.42,516.52,64000,20.74,0,1,12,28320.9,28290.1,23000,5320.91,0,0,0,14899.3,0,4,5,0.8,1,9.68475
5000,5000,5000,18.25,181.39,33600,4.36,0,0,4,6006.96,6006.96,5000,1006.96,0,0,0,3297.05,0,2,3,1,1,6.47821
23275,23275,22775,12.42,777.75,60000,19.84,0,0,14,27986.4,27385.1,23275,4711.39,0,0,0,1563.61,0,11,5,0.8,1,15.555
30000,30000,7100,19.03,778.72,51600,19.09,0,3,9,0,0,0,0,0,0,0,0,1,11,2,0.4,1,18.1098
4000,4000,3925,6.62,122.82,47000,27.93,0,1,8,4419.2,4336.35,4000,419.2,0,0,0,138.7,0,11,6,0.4,1,3.13583
8400,8400,8400,8.9,266.73,52000,8.98,0,1,5,9597.73,9597.73,8400,1197.73,0,0,0,545.15,0,8,6,1,1,6.15531
15600,15600,15350,7.9,488.13,90000,16.35,0,0,14,17571.7,17290.1,15600,1971.68,0,0,0,493.85,0,7,6,0.8,1,6.5084
28000,28000,27500,12.69,632.66,145000,13.99,0,0,15,34620.2,34001.9,28000,6620.21,0,0,0,18193.3,0,11,5,1,1,5.23581
11800,11800,11800,6.03,359.14,102500,19.43,0,0,14,12795.6,12795.6,11800,995.57,0,0,0,894.56,0,5,6,0.2,1,4.20457
4200,4200,4200,7.9,131.42,12000,12.5,0,1,6,4730.09,4730.09,4200,530.09,0,0,0,137.67,0,5,6,0.8,1,13.142
12000,12000,12000,6.03,365.23,120155,8.28,0,0,11,12811.3,12811.3,12000,811.29,0,0,0,6969.94,0,5,6,0.2,1,3.64759
13000,13000,12625,11.71,429.99,83195,16.2,0,0,21,13252.2,12870,13000,252.18,0,0,0,12824.4,0,10,5,0.6,1,6.20215
7200,7200,6950,7.9,225.29,37200,15.55,0,0,6,7916.42,7641.55,7200,716.42,0,0,0,3643.24,0,11,6,0.8,1,7.26742
35000,35000,34725,11.71,773.44,80000,9.84,0,0,8,1545.4,1533.26,867.18,678.22,0,0,0,773.44,1,4,5,0.6,1,11.6016
12000,12000,11925,6.62,368.45,100000,7.16,0,0,8,13262.4,13179.5,12000,1262.37,0,0,0,380.34,0,11,6,0.4,1,4.4214
6000,6000,6000,14.27,205.86,45000,17.55,1,0,6,7405.32,7405.32,6000,1405.32,0,0,0,223.46,0,7,4,0.4,0,5.4896
12000,12000,12000,15.27,417.58,102000,4.18,2,2,11,13596.9,13596.9,12000,1596.93,0,0,0,9015.55,0,6,4,0.8,0,4.91271
35000,35000,34975,18.64,901.01,75000,13.82,0,0,4,47441.6,47407.7,35000,12441.6,0,0,0,24042.2,0,6,2,0.2,1,14.4162
10250,10250,10225,6.62,314.72,60000,22.1,0,0,8,10724.8,10698.7,10250,474.81,0,0,0,827.89,0,4,6,0.4,1,6.2944
14000,14000,13850,11.71,463.07,97000,16.26,0,0,17,16541.8,16364.5,14000,2541.76,0,0,0,3604.64,0,1,5,0.6,1,5.7287
24000,24000,24000,19.42,884.85,96000,23.66,0,0,15,31849.3,31849.3,24000,7849.32,0,0,0,897.21,0,11,2,0.6,1,11.0606
35000,35000,34925,18.25,1269.73,130000,13.74,0,2,11,45689.7,45591.7,35000,10689.7,0,0,0,1316.31,0,6,3,1,1,11.7206
2000,2000,2000,13.49,67.87,45000,15.95,0,2,11,2441.02,2441.02,2000,441.02,0,0,0,74.25,0,2,4,0.2,1,1.80987
2000,2000,2000,14.27,68.62,33000,8,0,0,5,967.53,967.53,624.05,264.76,0,78.72,0.8,68.62,1,11,4,0.4,1,2.49527
10000,10000,9800,9.91,322.25,26004,12.09,1,1,17,10431.9,10223.2,10000,431.87,0,0,0,5045.4,0,4,5,0.2,0,14.8708
5000,5000,4500,12.42,167.08,130000,18.37,0,0,14,6012.04,5410.61,5000,1012.04,0,0,0,177.4,0,4,5,0.8,1,1.54228
5200,5200,5200,7.9,162.71,64000,28.74,0,1,17,5856.54,5856.54,5200,656.54,0,0,0,168.97,0,6,6,0.8,1,3.05081
12000,12000,11950,6.62,368.45,72000,28.87,0,1,11,13262.3,13207,12000,1262.27,0,0,0,381.08,0,11,6,0.4,1,6.14083
4000,4000,4000,17.58,143.77,40000,8.82,0,2,6,5171.49,5171.49,4000,1171.49,0,0,0,154.66,0,4,3,0.8,1,4.3131
1500,1500,1500,7.51,46.67,30000,19.24,0,0,14,1536.12,1536.12,1500,36.12,0,0,0,1396.96,0,2,6,0.6,1,1.8668
14000,14000,13975,10.65,301.96,48000,4.47,0,2,11,9893.01,9875.56,5831.22,2925.62,0,1136.17,11.3617,25.48,1,11,5,0.4,1,7.549
5000,5000,5000,10.65,162.87,150000,6.44,0,1,5,5875.11,5875.11,5000,860.18,14.9234,0,0,339.24,0,4,5,0.4,1,1.30296
6000,6000,5750,9.91,193.35,60000,10.86,0,0,5,6934.24,6645.22,6000,934.24,0,0,0,1150.82,0,11,5,0.2,1,3.867
4200,4200,3950,8.9,133.37,34400,6.17,0,0,2,4736.85,4454.87,4200,536.85,0,0,0,1544.63,0,6,6,1,1,4.65244
9000,9000,8900,12.42,300.74,60000,14.44,2,1,8,10217.7,10104.1,9000,1217.67,0,0,0,5717.52,0,6,5,0.8,0,6.0148
6000,6000,6000,8.9,190.52,76000,23.35,0,1,9,6673.3,6673.3,6000,673.3,0,0,0,3063.88,0,11,6,1,1,3.00821
10500,10500,10000,6.62,322.39,57600,20.19,0,3,8,11136.1,10605.8,10500,636.09,0,0,0,7281.44,0,11,6,0.4,1,6.71646
4800,4800,4500,7.51,149.34,49200,5,0,0,4,5373.73,5037.79,4800,573.73,0,0,0,163.63,0,11,6,0.6,1,3.64244
11000,11000,10500,12.42,367.57,63000,8.7,0,0,6,13083.2,12488.4,11000,2083.21,0,0,0,3053.88,0,3,5,0.8,1,7.00133
8000,8000,8000,16.29,282.41,68000,13.8,0,2,12,10162.8,10162.8,8000,2162.76,0,0,0,292.69,0,8,3,0.2,1,4.98371
12000,12000,12000,10.65,390.88,86000,9.78,1,0,18,13449.8,13449.8,12000,1449.8,0,0,0,7204.98,0,2,5,0.4,0,5.45414
5000,5000,5000,6.03,152.18,54590,5.96,0,0,16,5477.97,5477.97,5000,477.97,0,0,0,155.59,0,4,6,0.2,1,3.34523
9600,9600,9600,6.03,292.19,28000,15.04,0,0,6,10518.1,10518.1,9600,918.1,0,0,0,295.09,0,0,6,0.2,1,12.5224
7125,7125,7100,6.62,218.77,74004,21.94,0,2,8,7809.1,7781.71,7125,684.1,0,0,0,2359.88,0,11,6,0.4,1,3.54743
8400,8400,8400,7.51,261.34,240000,5.72,1,1,12,9406.27,9406.27,8400,1006.27,0,0,0,271.69,0,6,6,0.6,0,1.3067
19000,19000,19000,8.9,603.32,78000,3.22,0,2,5,21624.6,21624.7,19000,2624.65,0,0,0,4144.05,0,3,6,1,1,9.28185
8000,8000,7950,15.96,281.1,83200,16.37,0,1,10,10107.7,10044.5,8000,2107.68,0,0,0,309.88,0,1,4,1,1,4.05433
15000,15000,14875,12.42,501.23,32000,12.71,0,0,14,17988.2,17838.3,15000,2988.22,0,0,0,2475.57,0,2,5,0.8,1,18.7961
35000,35000,34925,20.3,933.14,130000,9.87,0,0,6,18398,18358.7,7096.88,9676.42,0,1624.71,15.71,933.14,1,8,2,1,1,8.6136
10000,10000,9900,14.27,343.09,50000,14.74,1,0,9,11483.8,11368.9,10000,1483.79,0,0,0,6701.42,0,4,4,0.4,0,8.23416
9000,9000,8950,10.65,293.16,104000,16.1,0,1,7,10542.5,10484,9000,1542.51,0,0,0,887.83,0,11,5,0.4,1,3.38262
13275,13275,13275,17.58,477.14,54000,9.78,0,0,10,17155.6,17155.6,13275,3880.58,0,0,0,988.99,0,6,3,0.8,1,10.6031
5500,5500,5500,6.03,167.4,65004,22.52,0,0,9,6025.83,6025.83,5500,525.83,0,0,0,170.47,0,10,6,0.2,1,3.09027
10000,10000,9975,7.51,311.11,80000,12.1,0,1,17,10879.1,10851.9,10000,879.07,0,0,0,5599.83,0,7,6,0.6,1,4.66665
6500,6500,6500,6.03,197.84,42000,14.69,0,0,16,6711.89,6711.89,6500,211.89,0,0,0,5526.54,0,6,6,0.2,1,5.65257
2400,2400,2400,16.29,84.73,21600,7.33,0,0,4,3048.42,3048.42,2400,648.42,0,0,0,88.47,0,2,3,0.2,1,4.70722
1000,1000,1000,16.29,35.31,32000,19.95,1,0,4,1270.21,1270.21,1000,270.21,0,0,0,36.32,0,11,3,0.2,0,1.32412
5000,5000,5000,6.03,152.18,63000,7.81,0,0,6,5478,5478,5000,478,0,0,0,155.34,0,0,6,0.2,1,2.89867
3800,3800,3800,10.65,123.78,45000,13.6,0,1,17,3890.76,3890.76,3800,90.76,0,0,0,1596.26,0,6,5,0.4,1,3.3008
10000,10000,9750,11.71,330.76,60000,18.06,0,0,13,11440.3,11154.2,10000,1440.27,0,0,0,5499,0,3,5,0.6,1,6.6152
1500,1500,1500,16.29,52.96,45996,24.63,3,0,3,1905.33,1905.33,1500,405.33,0,0,0,54.81,0,11,3,0.2,0,1.38169
4800,4800,4800,7.51,149.34,45000,17.31,0,0,9,5065.63,5065.63,4800,265.63,0,0,0,3729.78,0,10,6,0.6,1,3.9824
23800,23800,23750,8.9,755.73,102000,17.91,0,1,11,5239.12,5228.16,3537.55,993.23,0,708.34,7.28,755.73,1,6,6,1,1,8.89094
2000,2000,2000,7.9,62.59,61000,13.22,1,0,7,2252.25,2252.25,2000,252.25,0,0,0,66.08,0,2,6,0.8,0,1.23128
20000,20000,19575,10.65,651.47,85900,14.29,1,0,12,23440.4,22942.2,20000,3440.4,0,0,0,1323.02,0,8,5,0.4,0,9.10086
8325,8325,8325,7.51,259,52000,25.5,0,2,18,9250.46,9250.46,8325,925.46,0,0,0,2535.58,0,11,6,0.6,1,5.97692
35000,35000,34950,22.74,981.45,180000,15.83,0,0,20,42532.2,42471.5,35000,7532.22,0,0,0,31745.8,0,6,0,0.2,1,6.543
9600,9600,9550,9.91,309.36,80000,14.92,0,0,11,11134.1,11076.1,9600,1534.09,0,0,0,323.57,0,2,5,0.2,1,4.6404
3000,3000,3000,14.27,102.93,56000,20.1,0,1,5,3698.76,3698.76,3000,698.76,0,0,0,314.95,0,11,4,0.4,1,2.20564
32000,32000,32000,12.42,718.64,62400,7.38,0,0,2,33301.1,33301.1,32000,1301.14,0,0,0,31147.5,0,11,5,0.8,1,13.82
2500,2500,2500,6.03,76.09,15300,26.43,0,0,9,2669,2669,2500,169,0,0,0,1453.41,0,9,6,0.2,1,5.96784
25000,25000,25000,14.27,585.22,80000,10.88,0,2,10,31497.7,31497.7,25000,6497.73,0,0,0,16883,0,10,4,0.4,1,8.7783
19075,19075,18775,7.9,596.87,82000,11.06,0,1,6,21461.7,21124.2,19075,2386.69,0,0,0,2376.41,0,6,6,0.8,1,8.73468
8000,8000,7975,6.62,245.63,136173,4.59,0,1,8,8839.67,8812.06,8000,839.67,0,0,0,268.38,0,3,6,0.4,1,2.16457
12000,12000,11625,12.42,400.99,73527,21.87,0,0,20,14430.6,13979.6,12000,2430.6,0,0,0,419.19,0,11,5,0.8,1,6.54437
7500,7500,7450,18.25,191.48,81996,13.84,0,2,10,9435.15,9372.23,7500,1935.15,0,0,0,6013.3,0,6,3,1,1,2.80228
21000,21000,20975,19.42,549.62,300000,5.53,0,0,7,25989.5,25958.6,21000,4989.5,0,0,0,17763.6,0,5,2,0.6,1,2.19848
15600,15600,15600,19.42,408.29,60000,18.68,0,2,8,9292.51,9292.51,3852.35,4703.68,0,736.48,7.1989,408.29,1,2,2,0.6,1,8.1658
5600,5600,5600,15.96,196.77,48000,11.8,0,2,22,6964.03,6964.03,5600,1364.03,0,0,0,1844.43,0,10,4,1,1,4.91925
2400,2400,2400,16.29,84.73,24000,20.75,0,0,5,3048.28,3048.28,2400,648.28,0,0,0,88.89,0,7,3,0.2,1,4.2365
7000,7000,6975,6.62,214.93,80000,8.67,0,2,9,7717.68,7690.13,7000,717.68,0,0,0,1287.7,0,5,6,0.4,1,3.22395
6000,6000,6000,6.62,184.23,82531,20.02,0,1,14,6623.88,6623.88,6000,623.88,0,0,0,746.16,0,2,6,0.4,1,2.6787
3000,3000,2750,7.51,93.34,60000,19.74,0,0,7,3358.37,3078.41,3000,358.37,0,0,0,103.51,0,10,6,0.6,1,1.8668
12000,12000,12000,6.62,368.45,90000,14.76,0,1,11,13262,13262,12000,1261.98,0,0,0,383.31,0,7,6,0.4,1,4.91267
5000,5000,5000,6.03,152.18,70000,1.75,0,0,7,5477.91,5477.91,5000,477.91,0,0,0,156.09,0,4,6,0.2,1,2.6088
16500,16500,16250,7.9,333.78,80000,8.21,0,0,8,18529.5,18248.7,16500,2029.45,0,0,0,11530.9,0,11,6,0.8,1,5.0067
11200,11200,11200,20.89,302.31,36000,15.8,0,2,9,7845.93,7845.93,2837.28,3789.56,0,1219.09,11.9587,302.31,1,8,1,0.2,1,10.077
17000,17000,17000,12.42,381.78,28000,12.34,0,2,10,8347.01,8347.01,4544.9,3086.1,0,716.01,7.1601,381.78,1,6,5,0.8,1,16.362
5000,5000,5000,15.27,173.99,60000,11.72,1,3,12,6254.74,6254.74,5000,1254.74,0,0,0,198.69,0,2,4,0.8,0,3.4798
6500,6500,6500,6.03,197.84,55236,22.34,0,0,7,7139.45,7139.45,6500,624.45,15,0,0,416.81,0,10,6,0.2,1,4.29807
12000,12000,11950,6.62,368.45,165000,4.09,0,1,10,13026,12971.7,12000,1025.98,0,0,0,5678.78,0,11,6,0.4,1,2.67964
2800,2800,2800,14.65,96.59,86400,4.63,0,3,3,3475.57,3475.57,2800,675.57,0,0,0,100.8,0,6,4,0.6,1,1.34153
8150,8150,8150,7.51,253.56,75000,12.91,0,2,9,9125.19,9125.19,8150,975.19,0,0,0,271.31,0,3,6,0.6,1,4.05696
16450,16450,16425,17.58,413.98,40000,22.8,1,1,8,18301.6,18273.8,16450,1851.62,0,0,0,15410.7,0,11,3,0.8,0,12.4194
15000,15000,14950,12.42,336.86,113000,19.09,0,1,11,18164.2,18103.7,15000,3164.23,0,0,0,10421.7,0,10,5,0.8,1,3.57727
8000,8000,8000,14.65,275.96,45000,21.6,1,3,7,9931.23,9931.23,8000,1931.23,0,0,0,285.51,0,3,4,0.6,0,7.35893
14800,14800,14800,19.42,545.66,76700,20.76,0,2,25,16852.4,16852.4,14800,2052.44,0,0,0,5402.93,0,2,2,0.6,1,8.53705
12800,12800,12800,11.71,423.38,70000,18.1,1,0,8,15237.2,15237.2,12800,2437.23,0,0,0,440.21,0,7,5,0.6,0,7.25794
14000,14000,13900,12.42,467.82,40000,23.13,0,0,6,16835.7,16715.4,14000,2835.71,0,0,0,23.04,0,10,5,0.8,1,14.0346
8000,8000,8000,12.69,268.36,38000,13.45,0,1,8,9653.17,9653.17,8000,1653.17,0,0,0,296.53,0,5,5,1,1,8.47453
2500,2500,2250,13.49,57.52,95832,13.19,0,0,7,2928.95,2635.94,2500,428.95,0,0,0,2012.6,0,11,4,0.2,1,0.72026
1500,1500,1500,12.69,50.32,39600,10.64,1,0,3,1602.93,1602.93,1500,102.93,0,0,0,1302.77,0,11,5,1,0,1.52485
6000,6000,5750,9.91,193.35,40000,13.83,0,0,4,6958.11,6668.11,6000,958.11,0,0,0,205.7,0,3,5,0.2,1,5.8005
35000,35000,34700,11.71,773.44,108000,11.27,0,0,11,40849.5,40499.4,35000,5849.48,0,0,0,3622.63,0,11,5,0.6,1,8.59378
10000,10000,10000,13.49,339.31,35640,23.64,0,3,10,12208.8,12208.8,10000,2208.84,0,0,0,360.71,0,2,4,0.2,1,11.4246
9000,9000,8975,7.51,280,60000,21.37,0,1,14,10008,9980.22,9000,1007.99,0,0,0,988.55,0,2,6,0.6,1,5.6
3000,3000,3000,14.27,102.93,115154,16.63,0,0,13,3701.92,3701.92,3000,701.92,0,0,0,114.21,0,11,4,0.4,1,1.07262
35000,35000,34750,13.49,805.17,100000,19.76,0,0,5,43312.7,43003.3,35000,8312.7,0,0,0,24013.4,0,11,4,0.2,1,9.66204
4900,4900,4650,9.91,157.91,43000,14.37,0,0,9,5682.28,5392.29,4900,782.28,0,0,0,168.31,0,9,5,0.2,1,4.40679
12000,12000,11692,7.9,375.49,187000,4.89,0,2,6,8191.47,7977.13,6642.99,1229.49,0,318.99,3.0741,375.49,1,4,6,0.8,1,2.40956
7500,7500,7500,6.62,230.28,26300,15.56,0,4,9,8288.42,8288.42,7500,788.42,0,0,0,242.06,0,0,6,0.4,1,10.5071
