int_rate,installment,open_acc,revol_bal,revol_util,total_acc,bad_loans,grade_num
14.27,686.18,6,4147,17.9,42,0,4
8.9,95.26,7,165,4.5,20,0,6
20.3,533.23,5,17731,95.3,26,1,2
17.58,575.08,8,1678,25.8,11,0,3
12.69,67.09,7,12080,82.7,13,1,5
6.62,307.04,12,0,0,38,0,6
12.69,271.14,9,12186,30,29,0,5
11.71,1157.66,4,4901,10.9,16,0,5
22.35,695.46,10,34534,74.9,32,1,1
20.3,933.14,4,1318,87.9,4,1,2
17.27,299.98,9,11137,57,19,0,3
6.03,304.36,15,1063,8.4,37,0,6
11.71,148.85,5,4404,23.2,7,0,5
11.71,105.85,10,10836,75.2,37,0,5
7.9,438.07,12,13579,67.2,25,0,6
21.67,576.07,10,35152,85.7,41,0,1
11.71,661.52,9,11717,59.2,25,0,5
13.49,460.1,6,96758,53.9,19,0,4
12.42,360.89,14,6321,32.2,29,0,5
17.58,399.51,6,4296,87.7,16,1,3
7.9,453.71,5,0,0,14,0,6
11.71,496.14,6,11313,61.5,20,0,5
14.27,514.64,2,0,0,13,0,4
9.91,386.7,7,12826,46.6,13,0,5
6.62,122.82,20,26489,54.8,58,0,6
6.03,106.53,6,10491,23.1,11,0,6
6.62,368.45,6,12599,70.8,21,0,6
9.91,219.13,3,220,3.4,10,0,5
12.69,366.48,13,31447,83.6,31,0,5
8.9,274.67,11,24242,81.9,34,0,6
8.9,111.14,7,5942,78.2,15,0,6
10.65,1140.07,12,42673,41.3,42,0,5
10.65,323.53,7,44505,15.8,27,0,5
7.9,154.89,5,3165,14.4,6,0,6
14.27,343.09,10,2575,67.8,21,1,4
7.9,312.91,5,9333,38.1,19,0,6
12.69,161.02,3,1937,96.8,18,0,5
13.49,108.58,9,9402,72.3,25,0,4
9.91,96.68,3,4541,50.5,10,0,5
15.27,99.18,11,4644,43.8,13,0,4
14.27,205.86,13,51187,92.2,31,0,4
11.71,82.69,16,12798,69.9,41,0,5
16.77,533.08,6,6376,55,29,0,3
17.58,314.57,8,8159,81,13,0,3
7.9,438.07,6,26752,74.5,10,0,6
15.96,130.01,6,11741,87.6,12,0,4
7.9,93.88,5,1558,20.8,6,0,6
14.65,62.09,7,5742,56.3,32,0,4
8.9,158.77,8,6867,26.7,17,0,6
7.9,425.55,16,13791,42.2,33,0,6
19.42,860.42,18,52736,63.1,43,0,2
12.42,334.16,6,2038,29.1,9,0,5
13.49,460.1,15,32478,57.8,43,0,4
8.9,670,9,91352,57.9,25,0,6
10.65,390.88,12,19972,59.1,24,0,5
10.65,431.37,10,112522,19.7,32,0,5
6.62,307.04,7,0,0,34,0,6
17.27,599.96,5,31624,77.3,35,0,3
6.03,456.54,6,14644,22.4,18,0,6
13.49,169.66,8,11254,76.6,10,0,4
16.77,284.31,12,8642,73.9,23,1,3
6.03,486.97,15,11085,8.1,31,0,6
7.9,657.1,7,144,0.7,27,0,6
10.65,130.3,16,120504,92.9,25,0,5
11.71,145.54,12,20403,22.7,42,0,5
6.03,456.54,7,508,1.4,14,0,6
14.65,241.46,7,7956,69.8,11,0,4
12.69,259.98,8,11416,57.1,15,0,5
8.9,365.17,10,10630,47.9,33,0,6
17.58,572.52,7,25993,72.1,16,0,3
11.71,595.37,22,10806,23.9,29,0,5
12.42,269.49,7,10792,69.6,23,0,5
15.27,521.97,7,15978,79.9,10,0,4
19.91,925.54,5,77145,70.7,23,0,2
11.71,552.46,5,18591,37.9,19,0,5
11.71,727.68,6,3471,26.5,21,0,5
14.27,599.26,16,33021,70.8,32,0,4
6.62,276.34,10,7219,66.2,23,0,6
11.71,314.23,20,14206,36.8,44,0,5
11.71,370.46,3,1094,31.3,16,0,5
19.42,418.76,3,6150,53.4,20,0,2
7.9,125.17,4,3908,31.3,9,0,6
19.42,294.95,6,0,56.1769,10,0,2
13.49,322.07,6,18193,83.1,14,1,4
14.27,205.86,15,101144,66.8,35,0,4
16.77,568.62,20,48014,68.4,60,0,3
9.91,322.25,7,9336,92.1,18,0,5
10.65,390.88,12,15205,76.8,24,0,5
14.27,590.12,7,8614,83.6,14,0,4
14.65,413.94,9,33331,55.7,17,0,4
13.49,419.84,9,2867,44.1,62,1,4
12.42,100.25,5,27722,97.2,9,0,5
8.9,212.75,8,13570,71.8,22,0,6
6.62,307.04,15,15362,33.1,33,0,6
13.49,797.37,7,13372,59.4,26,0,4
12.69,100.64,9,3808,53.6,23,0,5
7.9,782.26,8,50,0.2,18,0,6
12.69,370.68,8,17242,80.2,24,0,5
14.27,384.26,12,12566,72.2,33,0,4
19.91,111.36,4,988,98.8,8,0,2
7.9,250.33,7,4696,48.1,9,0,6
14.27,274.48,20,16912,56.9,37,0,4
12.69,268.36,6,2378,29.4,16,1,5
6.62,184.23,7,2153,12,13,0,6
14.27,291.63,5,6644,63.3,6,0,4
7.9,438.07,10,105240,41.7,24,0,6
7.9,563.23,7,17974,43.3,16,0,6
9.91,117.63,3,2527,56.2,6,0,5
20.89,609.34,6,948,14.4,30,1,1
15.96,850.39,24,93973,35.2,55,0,4
19.03,415.32,5,6147,87.8,11,0,2
9.91,77.34,4,1921,14.8,10,0,5
14.27,274.48,8,6163,88,10,0,4
19.03,458.39,5,3760,94,20,0,2
18.25,306.36,5,9905,50.3,29,1,3
8.9,203.23,4,330,9.4,5,0,6
14.65,82.79,11,1556,53.7,12,0,4
8.9,158.77,14,37513,68.6,29,0,6
12.42,668.31,13,990,27.2,31,0,5
9.91,193.35,7,7593,74.5,22,0,5
12.42,384.28,16,6888,39.6,55,0,5
9.91,805.63,9,11395,46.5,21,0,5
14.65,182.82,7,27067,97,18,0,4
18.25,163.39,4,2237,60.5,6,1,3
15.27,382.92,15,13724,28.8,22,0,4
17.27,509.34,9,10432,27.2,27,0,3
14.65,517.42,9,7397,78.7,17,0,4
7.51,672,6,2202,24.5,26,0,6
14.27,491.58,12,35006,84.7,32,0,4
8.9,158.77,16,1540,24.8,42,0,6
7.9,750.97,16,11765,47.6,34,0,6
6.62,138.17,12,3268,11.3,28,0,6
15.27,121.8,4,2547,70.7,8,0,4
15.27,119.66,13,28325,97,49,0,4
14.65,86.24,7,2354,84.1,9,0,4
22.35,556.37,4,9533,86.7,14,1,1
10.65,162.87,10,3820,57.9,21,0,5
11.71,132.31,10,9993,36.5,23,0,5
15.27,751.64,7,27423,89.6,14,1,4
12.69,335.45,10,24473,63.1,21,0,5
6.62,184.23,10,5266,23.6,13,1,6
7.9,750.97,10,413,1.5,19,0,6
6.03,517.41,7,10068,29.2,34,0,6
7.9,75.1,5,2193,18.4,12,0,6
10.65,325.74,9,3913,22.1,13,0,5
6.62,429.86,15,15890,27.8,63,0,6
10.65,218.25,3,4450,90.8,17,0,5
19.03,256.7,3,379,37.9,5,1,2
7.51,280,13,13378,14,20,0,6
18.64,373.28,8,13758,72.8,17,1,2
18.25,614.92,7,6268,97.9,17,0,3
15.27,125.28,2,1197,74.8,9,0,4
18.25,544.17,4,11942,91.9,7,0,3
11.71,163.73,12,6406,54.3,33,1,5
12.69,197.08,9,31647,98.9,32,0,5
6.03,304.36,18,3469,7,32,0,6
16.29,105.91,4,1726,78.5,10,0,3
12.42,786.01,15,41795,34.7,35,1,5
18.25,306.36,6,6782,64.6,20,0,3
6.03,152.18,14,6150,11.8,44,0,6
6.62,178.85,6,4332,13.4,6,0,6
7.9,62.59,6,1540,20.8,8,0,6
7.9,391.13,10,14324,51.3,19,0,6
6.03,365.23,7,7355,65.1,20,0,6
6.03,140.01,9,5581,16.8,25,0,6
6.62,368.45,7,115,1.8,15,0,6
16.29,35.31,9,8322,88.5,14,0,3
6.03,243.49,7,12151,38.1,30,0,6
12.42,168.43,5,10710,45.6,21,0,5
10.65,188.93,8,7423,72.8,12,0,5
8.9,76.21,5,432,2.4,6,0,6
6.03,182.62,9,18498,64.7,16,0,6
12.69,542.28,5,1815,4,17,0,5
17.27,136.89,3,4996,83.3,13,1,3
12.69,342.16,4,13893,62.3,5,0,5
18.64,450.51,4,3229,64.6,31,1,2
7.9,289.44,9,25023,47.7,23,0,6
6.62,660.13,12,19963,31.6,46,0,6
14.27,137.24,5,296,74,26,1,4
19.03,908.5,13,17184,43.1,24,1,2
10.65,104.24,5,3084,37.6,14,0,5
7.9,156.46,4,1759,58.6,27,0,6
6.03,132.4,8,2739,21.7,13,0,6
7.9,233.9,9,9657,60.7,35,1,6
7.51,87.12,5,10207,64.2,19,1,6
7.9,165.84,3,5360,37,6,0,6
8.9,127.02,6,10047,60.2,15,1,6
6.03,273.92,6,8032,25.5,18,0,6
6.03,486.97,7,35146,74,42,0,6
9.91,483.38,10,10881,51.3,22,0,5
11.71,441.97,15,17151,45.9,29,1,5
7.51,77.78,7,19166,53.4,28,0,6
14.65,883.06,8,6913,55.3,22,0,4
6.62,368.45,11,13311,26.8,28,0,6
14.27,1200.82,5,12782,90,13,1,4
15.96,397.93,5,12544,90.9,13,0,4
6.62,76.76,11,13571,54.9,33,0,6
7.9,332.46,8,12059,58,11,0,6
18.64,370.7,4,3858,72.8,7,1,2
17.27,531.21,14,6484,49.9,44,0,3
17.27,143.15,8,7240,96.5,12,1,3
12.42,100.25,3,0,0,6,0,5
12.42,160.4,8,5093,48,11,0,5
17.27,299.98,14,2865,41.9,19,1,3
7.9,187.75,9,3200,19.9,24,0,6
12.69,201.27,12,8374,64.9,18,0,5
12.42,467.82,10,2699,32.9,20,0,5
13.49,508.98,6,28111,87,23,1,4
12.69,542.28,10,36739,53.5,28,1,5
10.65,390.88,6,11560,74.6,14,0,5
6.62,290.15,12,5943,18.6,22,0,6
6.03,243.49,9,1124,3,16,0,6
15.96,196.77,20,7099,23.6,35,0,4
7.9,938.71,11,79761,4.8,39,0,6
20.89,626.21,15,35813,81.6,31,0,1
14.65,219.55,10,3219,22,14,1,4
14.27,351.13,10,3470,23.4,14,0,4
11.71,200.94,5,11429,82.4,12,0,5
14.27,137.24,23,17561,63.6,43,0,4
15.27,151.37,7,2740,77.6,9,1,4
15.96,267.27,5,763,2.6,32,0,4
8.9,214.87,7,9075,44.3,25,0,6
14.27,308.79,6,8093,49,30,0,4
17.27,249.98,11,18081,75.7,17,0,3
11.71,661.52,10,12711,84.2,18,1,5
8.9,317.54,7,11833,38.5,28,0,6
12.69,335.45,21,856,2.3,37,0,5
12.42,430.23,10,11690,57.3,30,0,5
6.03,121.75,6,4339,24.1,12,0,6
11.71,33.08,9,16890,60.8,14,0,5
13.49,118.76,17,22059,83.1,40,0,4
19.03,325.46,25,7016,39.4,36,0,2
11.71,76.08,7,2166,36.7,8,0,5
10.65,223.13,7,2173,58.7,14,1,5
7.9,187.75,22,9050,22.3,44,0,6
6.62,377.66,11,10825,16.1,25,0,6
18.64,360.41,2,564,70.5,19,0,2
16.29,494.21,15,24536,71.7,29,0,3
7.9,500.65,4,404,31.1,12,0,6
15.27,208.79,6,760,69.1,19,0,4
